_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
11244,67 Kilkenny Drive,NB,,31,"{'type': 'Point', 'coordinates': (-79.319153, 43.788041)}",20,Weekdays from 7 AM - 9 PM,631,Kilkenny Dr NB ,30,2019-04-03T08:00:00,36,22.0
11245,2644 Midland Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.280479, 43.789737)}",30,Weekdays from 7 AM - 9 PM,637,Midland Ave NB ,50,2019-03-11T07:00:00,56,22.0
11246,125 Huntsmill Boulevard,WB,,41,"{'type': 'Point', 'coordinates': (-79.326242, 43.806942)}",5,Weekdays from 7 AM - 9 PM,746,Huntsmill Blvd WB ,40,2019-09-24T09:00:00,46,22.0
11247,54 Dempster Street,WB,,41,"{'type': 'Point', 'coordinates': (-79.291108, 43.78027)}",5,Weekdays from 7 AM - 9 PM,755,Dempster St WB ,40,2019-10-01T12:00:00,46,22.0
11248,123 Allanford Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.293367, 43.777981)}",5,Weekdays from 7 AM - 9 PM,762,Allanford Rd NB ,40,2019-11-15T13:00:00,46,22.0
11249,2419 Birchmount Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.299965, 43.785242)}",30,Weekdays from 7 AM - 9 PM,763,Birchmount Rd NB ,50,2019-10-30T10:00:00,56,22.0
11250,280 Quebec Avenue,NB,2021-03-19T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.471352, 43.660325)}",5,Weekdays from 7 AM - 9 PM,2522,Clendenan Ave NB ,40,2020-11-25T13:00:00,46,4.0
11251,170 Huntsmill Boulevard,EB,,41,"{'type': 'Point', 'coordinates': (-79.330168, 43.806619)}",5,Weekdays from 7 AM - 9 PM,769,Huntsmill Blvd EB ,40,2019-09-24T09:00:00,46,22.0
11252,48 Dunmurray Boulevard,SB,,41,"{'type': 'Point', 'coordinates': (-79.30401500000002, 43.786782)}",5,Weekdays from 7 AM - 9 PM,821,Dunmurray Blvd SB ,40,2019-10-30T12:00:00,46,22.0
11253,2514 Birchmount Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.30099, 43.787091)}",30,Weekdays from 7 AM - 9 PM,830,Birchmount Rd SB ,50,2019-10-30T11:00:00,56,22.0
11254,9 Brantford Drive,SB,,61,"{'type': 'Point', 'coordinates': (-79.323969, 43.790157)}",30,Weekdays from 7 AM - 9 PM,2086,Pharmacy Ave SB ,60,2020-03-18T00:00:00,66,22.0
11255,128 Bamburgh Circle,NB,,41,"{'type': 'Point', 'coordinates': (-79.326615, 43.81287)}",5,Weekdays from 7 AM - 9 PM,2470,Bamburgh Cir W Leg NB - C ,40,2020-11-02T08:00:00,46,22.0
11256,177-179 Gary Dr,EB,2021-08-10T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.517733, 43.711285)}",5,Weekdays from 7 AM - 9 PM,2666,GARY DR EB ,40,2021-04-13T10:00:00,46,5.0
11257,100 Bamburgh Circle,SB,,41,"{'type': 'Point', 'coordinates': (-79.327482, 43.814525)}",5,Weekdays from 7 AM - 9 PM,2471,Bamburgh Circle W Leg SB - c ,40,2020-11-02T09:00:00,46,22.0
11258,100 Bamburgh Circle,SB,,41,"{'type': 'Point', 'coordinates': (-79.327482, 43.814525)}",5,Weekdays from 7 AM - 9 PM,2494,Bamburgh Circle W Leg SB ,40,2020-11-03T00:00:00,46,22.0
11259,128 Bamburgh Circle,NB,,41,"{'type': 'Point', 'coordinates': (-79.326615, 43.81287)}",5,Weekdays from 7 AM - 9 PM,2496,Bamburgh Cir W Leg NB ,40,2020-11-03T00:00:00,46,22.0
11260,43 Collingsbrook Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.319936, 43.788924)}",20,Weekdays from 7 AM - 9 PM,2571,Collingsbrook Blvd WB ,30,2020-12-17T00:00:00,36,22.0
11261,2450 Birchmount Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.30061, 43.783381)}",5,Weekdays from 7 AM - 9 PM,2578,Bay Mills Blvd WB ,40,2021-01-06T12:00:00,46,22.0
11262,CHESTER LE BLVD 12M N/OF PETTIBONE SQ,NB,,41,"{'type': 'Point', 'coordinates': (-79.330977, 43.797592)}",5,Weekdays from 7 AM - 9 PM,2776,CHESTER LE BLVD NB ,40,2021-11-22T14:00:00,46,22.0
11263,PHARMACY AVE 260M S/OF BEVERLYN GLEN BLVD,SB,,51,"{'type': 'Point', 'coordinates': (-79.328773, 43.799583)}",30,Weekdays from 7 AM - 9 PM,2912,PHARMACY AVE SB ,50,2022-03-11T12:00:00,56,22.0
11264,HUNTINGWOOD DR 63M E/OF KITTERY BLVD,WB,,51,"{'type': 'Point', 'coordinates': (-79.285691636225, 43.796789055426)}",30,Weekdays from 7 AM - 9 PM,2913,HUNTINGWOOD DR WB ,50,2022-04-11T11:00:00,56,22.0
11265,1063/1065 HUNTINGWOOD DR,EB,,51,"{'type': 'Point', 'coordinates': (-79.285778, 43.796638)}",30,Weekdays from 7 AM - 9 PM,2915,HUNTINGWOOD DR EB ,50,2022-03-28T09:00:00,56,22.0
11266,51 Snowball Crescent,NB,,31,"{'type': 'Point', 'coordinates': (-79.228039, 43.799246000000004)}",20,Weekdays from 7 AM - 9 PM,97,Washburn Way NB ,30,2019-03-11T08:00:00,36,23.0
11267,196 Burrows Hall Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.22841, 43.79408)}",20,Weekdays from 7 AM - 9 PM,385,Burrows Hall Blvd WB ,30,2018-10-18T14:00:00,36,23.0
11268,379 Driftwood Avenue,EB,2022-01-15T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.516143, 43.766884)}",20,Weekdays from 7 AM - 9 PM,716,Driftwood Ave EB ,30,2019-03-07T09:00:00,36,7.0
11269,1 Tapscott Road,EB,,51,"{'type': 'Point', 'coordinates': (-79.225218, 43.804478)}",30,Weekdays from 7 AM - 9 PM,418,Tapscott Rd EB ,50,2018-10-25T09:00:00,56,23.0
11270,51 Tapscott Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.223043, 43.804846)}",20,Weekdays from 7 AM - 9 PM,430,Tapscott Rd WB ,30,2019-01-03T10:00:00,36,23.0
11271,2621 Midland Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.279399, 43.787724)}",30,Weekdays from 7 AM - 9 PM,497,Midland Ave SB ,50,2019-03-11T07:00:00,56,23.0
11272,151 Burrows Hall Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.229697, 43.792333)}",20,Weekdays from 7 AM - 9 PM,519,Burrows Hall Blvd EB ,30,2019-03-20T10:00:00,36,23.0
11273,80 Topcliff Avenue,WB,2021-01-19T19:00:00,41,"{'type': 'Point', 'coordinates': (-79.509734, 43.756167)}",5,Weekdays from 7 AM - 9 PM,2592,Topcliff Ave WB ,40,2021-01-19T13:00:00,46,7.0
11274,2 Berner Trail,NB,,31,"{'type': 'Point', 'coordinates': (-79.225726, 43.80129)}",20,Weekdays from 7 AM - 9 PM,712,Washburn Way NB ,30,2018-10-25T09:00:00,36,23.0
11275,120 Chartland Boulevard South,EB,,51,"{'type': 'Point', 'coordinates': (-79.2768, 43.801025)}",30,Weekdays from 7 AM - 9 PM,735,Chartland Blvd S EB ,50,2019-10-25T13:00:00,56,23.0
11276,Driftwood Ave 61m E of Laskay Cres,WB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.514635, 43.763484)}",5,Weekdays from 7 AM - 9 PM,2668,DRIFTWOOD AVE WB ,40,2021-04-16T14:00:00,46,7.0
11277,84 Chartland Boulevard South,NB,,41,"{'type': 'Point', 'coordinates': (-79.280129, 43.800146)}",5,Weekdays from 7 AM - 9 PM,759,Chartland Blvd S NB ,40,2019-10-25T13:00:00,46,23.0
11278,1166 Huntingwood Drive,EB,,51,"{'type': 'Point', 'coordinates': (-79.279683, 43.797779)}",30,Weekdays from 7 AM - 9 PM,772,Huntingwood Dr EB ,50,2019-10-25T13:00:00,56,23.0
11279,1226 Huntingwood Drive,WB,,51,"{'type': 'Point', 'coordinates': (-79.2747, 43.798261)}",30,Weekdays from 7 AM - 9 PM,811,Huntingwood Blvd WB ,50,2019-10-25T12:00:00,56,23.0
11280,143 Port Royal Trail,WB,,41,"{'type': 'Point', 'coordinates': (-79.28920100000002, 43.81587600000001)}",5,Weekdays from 7 AM - 9 PM,2113,Port Royal Trl WB ,40,2020-03-24T11:00:00,46,23.0
11281,1986 Brimley Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.26784200000002, 43.786584)}",30,Weekdays from 7 AM - 9 PM,2152,Brimley Rd SB ,50,2020-04-15T11:00:00,56,23.0
11282,1969 Brimley Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.266655, 43.784323)}",30,Weekdays from 7 AM - 9 PM,2153,Brimley Rd NB ,50,2020-04-15T10:00:00,56,23.0
11283,GOLDHAWK TRAIL 8M E OF PONDTAIL DR,EB,,41,"{'type': 'Point', 'coordinates': (-79.278811, 43.818643)}",5,Weekdays from 7 AM - 9 PM,2681,GOLDHAWK TRL EB ,40,2021-04-30T09:00:00,46,23.0
11284,OPP 119 BERNER TRL,SB,,41,"{'type': 'Point', 'coordinates': (-79.220521, 43.801432)}",5,Weekdays from 7 AM - 9 PM,2781,BERNER TRL SB ,40,2021-12-07T09:00:00,46,23.0
11285,HEATHER RD 216M W/OF SHILTON RD,EB,,41,"{'type': 'Point', 'coordinates': (-79.27396, 43.78966)}",5,Weekdays from 7 AM - 9 PM,2899,HEATHER RD EB ,40,2022-03-21T11:00:00,46,23.0
11286,727 Brimorton Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.225095, 43.774494)}",30,Weekdays from 7 AM - 9 PM,31,Brimorton Dr SB ,40,2019-04-15T09:00:00,46,24.0
11287,91 Emmett Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.508405, 43.686837)}",20,Weekdays from 7 AM - 9 PM,186,Emmett Ave EB ,30,2019-03-07T10:00:00,36,5.0
11288,103 Orton Park Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.207913, 43.769787)}",20,Weekdays from 7 AM - 9 PM,126,Orton Park Rd NB ,30,2019-04-15T06:00:00,36,24.0
11289,762 Scarborough Golf Club Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.216878, 43.765052)}",30,Weekdays from 7 AM - 9 PM,148,Scarborough Golf Club Rd SB ,50,2018-10-18T14:00:00,56,24.0
11290,21 Janray Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.220033, 43.76258)}",20,Weekdays from 7 AM - 9 PM,330,Janray Dr EB ,30,2018-10-25T10:00:00,36,24.0
11291,733 Scarborough Golf Club Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.21581, 43.762922)}",30,Weekdays from 7 AM - 9 PM,348,Scarborough Golf Club Rd NB ,50,2018-10-18T14:00:00,56,24.0
11292,100 Chestnut Crescent,EB,,41,"{'type': 'Point', 'coordinates': (-79.276249, 43.717298)}",5,Weekdays from 7 AM - 9 PM,2521,Chestnut Cres EB ,40,2020-11-20T09:00:00,46,20.0
11293,48 Highcastle Road,SB,,31,"{'type': 'Point', 'coordinates': (-79.215584, 43.788906)}",20,Weekdays from 7 AM - 9 PM,392,Highcastel Rd SB ,30,2019-04-03T09:00:00,36,24.0
11294,10 Waldock Street,WB,,31,"{'type': 'Point', 'coordinates': (-79.191856, 43.758532)}",20,Weekdays from 7 AM - 9 PM,412,Church Ave WB ,30,2018-10-24T07:00:00,36,24.0
11295,34 Gatesview Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.214117, 43.747396)}",20,Weekdays from 7 AM - 9 PM,440,Gatesview Ave WB ,30,2019-04-15T07:00:00,36,24.0
11296,380 Ossington Avenue,SB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.422244, 43.653016)}",20,Weekdays from 7 AM - 9 PM,617,Ossington Ave SB ,30,2019-05-24T14:00:00,36,9.0
11297,20 Maple Lane,SB,2021-03-30T13:00:00,41,"{'type': 'Point', 'coordinates': (-79.440519, 43.672136)}",5,Weekdays from 7 AM - 9 PM,2637,DUFFERIN ST SB ,40,2021-03-01T13:00:00,46,9.0
11298,768 Brimorton Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.222123, 43.772998)}",30,Weekdays from 7 AM - 9 PM,456,Brimorton Dr NB ,40,2019-03-20T05:00:00,46,24.0
11299,Between 1460-1462 Dufferin St,SB,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.440649, 43.67197)}",5,Weekdays from 7 AM - 9 PM,2646,DUFFERIN ST SB ,40,2021-03-31T09:00:00,46,9.0
11300,1723 DUFFERIN STREET,NB,2021-05-03T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.443536, 43.67929)}",5,Weekdays from 7 AM - 9 PM,2698,DUFFERIN ST NB ,40,2021-05-03T10:00:00,46,9.0
11301,980 Bellamy Road North,SB,,51,"{'type': 'Point', 'coordinates': (-79.239978, 43.769256)}",30,Weekdays from 7 AM - 9 PM,470,Bellamy Rd SB ,50,2019-03-06T14:00:00,56,24.0
11302,401 Brimorton Drive,NB,,51,"{'type': 'Point', 'coordinates': (-79.238854, 43.767072)}",30,Weekdays from 7 AM - 9 PM,491,Bellamy Rd NB ,50,2019-03-06T14:00:00,56,24.0
11303,61 Holmfirth Terrace,WB,,31,"{'type': 'Point', 'coordinates': (-79.217236, 43.760199)}",20,Weekdays from 7 AM - 9 PM,495,Holmfirth Ter WB ,30,2018-01-23T11:00:00,36,24.0
11304,171 Galloway Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.195175, 43.763342)}",20,Weekdays from 7 AM - 9 PM,505,Galloway Rd NB ,30,2019-04-12T06:00:00,36,24.0
11305,37 Highcastle Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.215103, 43.788083)}",20,Weekdays from 7 AM - 9 PM,572,Highcastle Rd NB ,30,2019-04-03T09:00:00,36,24.0
11306,192 Galloway Road,SB,,31,"{'type': 'Point', 'coordinates': (-79.196133, 43.765036)}",20,Weekdays from 7 AM - 9 PM,702,Galloway Rd SB ,30,2019-04-12T08:00:00,36,24.0
11307,98 Dolly Varden Boulevard,WB,,41,"{'type': 'Point', 'coordinates': (-79.233008, 43.772582)}",30,Weekdays from 7 AM - 9 PM,704,Brimorton Dr WB ,40,2019-03-07T08:00:00,46,24.0
11308,36 Janray Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.219034, 43.763487)}",20,Weekdays from 7 AM - 9 PM,722,Janray Dr WB ,30,2019-04-15T06:00:00,36,24.0
11309,13 Gatesview Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.215825, 43.746939)}",20,Weekdays from 7 AM - 9 PM,723,Gatesview Ave EB ,30,2019-04-11T06:00:00,36,24.0
11310,76 Slan Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.215007, 43.774714)}",5,Weekdays from 7 AM - 9 PM,881,Slane Ave EB ,40,2019-12-16T12:00:00,46,24.0
11311,110 Slan Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.21264, 43.775947)}",5,Weekdays from 7 AM - 9 PM,883,Slane Ave WB ,40,2019-12-16T13:00:00,46,24.0
11312,453 Brimorton Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.235824, 43.770521)}",30,Weekdays from 7 AM - 9 PM,966,Brimorton Dr EB ,40,2019-04-15T06:00:00,46,24.0
11313,67 Shoredale Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.21191, 43.761458)}",5,Weekdays from 7 AM - 9 PM,2195,Shoredale Dr WB ,40,2020-05-15T12:00:00,46,24.0
11314,MILITARY TRL 248M W/OF NEILSON RD,WB,,31,"{'type': 'Point', 'coordinates': (-79.210969, 43.78683)}",20,Weekdays from 7 AM - 9 PM,2910,MILITARY TRL WB ,30,2022-03-03T10:00:00,36,24.0
11315,228 GALLOWAY RD,SB,,31,"{'type': 'Point', 'coordinates': (-79.196662908671, 43.767970851731)}",20,Weekdays from 7 AM - 9 PM,2914,GALLOWAY RD SB ,30,2022-04-11T12:00:00,36,24.0
11316,78 Thurodale Avenue,WB,2023-02-21T01:00:00,31,"{'type': 'Point', 'coordinates': (-79.499215, 43.702312)}",20,Weekdays from 7 AM - 9 PM,23,Thurodale Ave WB ,30,2019-04-03T10:00:00,36,5.0
11317,92 Jane Street,SB,2023-02-24T17:00:00,31,"{'type': 'Point', 'coordinates': (-79.485482, 43.65153)}",20,Weekdays from 7 AM - 9 PM,144,Jane St SB ,30,2018-01-22T11:00:00,36,4.0
11318,649 Warden Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.276558, 43.701034)}",30,Weekdays from 7 AM - 9 PM,2554,Warden Ave SB ,50,2020-12-17T10:00:00,56,20.0
11319,DANFORTH RD 13M E/OF WINTER AVE,SB,,51,"{'type': 'Point', 'coordinates': (-79.25162138270501, 43.729829030147)}",30,Weekdays from 7 AM - 9 PM,2865,DANFORTH RD SB ,50,2021-12-07T20:00:00,56,20.0
11320,BIRCHMOUNT RD 72M N/OF HOLLIS AVE,NB,,41,"{'type': 'Point', 'coordinates': (-79.263355600673, 43.695724681675)}",5,Weekdays from 7 AM - 9 PM,2887,BIRCHMOUNT RD NB ,40,2022-03-11T15:00:00,46,20.0
11321,81 Manhattan Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.295765, 43.752276)}",5,Weekdays from 7 AM - 9 PM,2573,Manhattan Dr EB ,40,2020-12-22T10:00:00,46,21.0
11322,335 THE WESTWAY,EB,2022-08-17T15:00:00,31,"{'type': 'Point', 'coordinates': (-79.558132, 43.685295)}",20,Weekdays from 7 AM - 9 PM,2894,THE WESTWAY EB ,30,2022-03-13T00:00:00,36,2.0
11323,11 Kindale Way,EB,2021-12-02T13:00:00,41,"{'type': 'Point', 'coordinates': (-79.401335, 43.727907)}",5,Weekdays from 7 AM - 9 PM,2634,RANLEIGH AVE EB ,40,2021-02-24T14:00:00,46,15.0
11324,95 Sudbury Hall Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.173426, 43.801802)}",20,Weekdays from 7 AM - 9 PM,80,Dean Park Rd EB ,30,2019-01-03T14:00:00,36,25.0
11325,44 Grenoble Drive,WB,2020-10-20T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.331427, 43.716389)}",5,Weekdays from 7 AM - 9 PM,2405,Grenoble Dr WB c- ,40,2020-10-19T09:00:00,46,16.0
11326,44 Grenoble Drive,WB,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.331427, 43.716389)}",5,Weekdays from 7 AM - 9 PM,2406,Grenoble Dr WB ,40,2020-10-20T00:00:00,46,16.0
11327,39 Cassandra Boulevard,WB,2020-11-03T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.32853, 43.748142)}",5,Weekdays from 7 AM - 9 PM,2464,Cassandra Blvd WB - c ,40,2020-10-30T10:00:00,46,16.0
11328,27 Royal Doulton Drive,NB,2020-11-03T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.325861, 43.746546)}",5,Weekdays from 7 AM - 9 PM,2467,Underhill Dr NB c - ,40,2020-10-30T11:00:00,46,16.0
11329,27 Royal Doulton Drive,NB,2021-04-19T19:00:00,41,"{'type': 'Point', 'coordinates': (-79.325861, 43.746546)}",5,Weekdays from 7 AM - 9 PM,2475,Underhill Dr NB ,40,2020-11-03T00:00:00,46,16.0
11330,39 Cassandra Boulevard,WB,2021-06-10T20:00:00,41,"{'type': 'Point', 'coordinates': (-79.32853, 43.748142)}",5,Weekdays from 7 AM - 9 PM,2485,Cassandra Blvd WB ,40,2020-11-03T00:00:00,46,16.0
11331,45 Canmore Boulevard,EB,,41,"{'type': 'Point', 'coordinates': (-79.181071, 43.7933)}",5,Weekdays from 7 AM - 9 PM,544,Canmore Blvd EB ,40,2017-05-26T12:00:00,46,25.0
11332,Huntington Trail,EB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.349631, 43.740812)}",5,Weekdays from 7 AM - 9 PM,2623,Duncairn Ave EB ,40,2021-02-08T10:00:00,46,16.0
11333,53 Dean Park Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.171212, 43.803227)}",20,Weekdays from 7 AM - 9 PM,623,Dean Park Rd WB ,30,2019-01-03T14:00:00,36,25.0
11334,694 Morrish Road,SB,,31,"{'type': 'Point', 'coordinates': (-79.175365, 43.79471)}",20,Weekdays from 7 AM - 9 PM,729,Morrish Rd SB ,30,2019-01-03T14:00:00,36,25.0
11335,60 John Tabor Trail,WB,,41,"{'type': 'Point', 'coordinates': (-79.208871, 43.806609)}",5,Weekdays from 7 AM - 9 PM,780,John Tabor Trl WB ,40,2019-11-04T13:00:00,46,25.0
11336,3 John Tabor Trail,WB,,51,"{'type': 'Point', 'coordinates': (-79.2106, 43.805279)}",30,Weekdays from 7 AM - 9 PM,791,Brenyon Way WB ,50,2019-10-30T14:00:00,56,25.0
11337,127 Wickson Trail,NB,,41,"{'type': 'Point', 'coordinates': (-79.211247, 43.80292200000001)}",5,Weekdays from 7 AM - 9 PM,812,Wickson Trail NB ,40,2019-11-15T11:00:00,46,25.0
11338,88 Canmore Boulevard,WB,,41,"{'type': 'Point', 'coordinates': (-79.177901, 43.793952)}",5,Weekdays from 7 AM - 9 PM,836,Canmore Blvd WB ,40,2017-05-26T12:00:00,46,25.0
11339,250 Brenyon Way,EB,,51,"{'type': 'Point', 'coordinates': (-79.213186, 43.806065)}",30,Weekdays from 7 AM - 9 PM,844,Brenyon Way EB ,50,2019-10-30T14:00:00,56,25.0
11340, Morningside Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.191856, 43.782093)}",20,Weekdays from 7 AM - 9 PM,1961,Morningside Ave NB ,30,2020-03-10T00:00:00,36,25.0
11341,75 Hupfield Trail,NB,,41,"{'type': 'Point', 'coordinates': (-79.220334, 43.812727)}",5,Weekdays from 7 AM - 9 PM,2266,Humpfield Trl NB ,40,2019-10-30T09:00:00,46,25.0
11342,273 Royal York Road,NB,2023-02-20T22:00:00,31,"{'type': 'Point', 'coordinates': (-79.49723, 43.61378)}",20,Weekdays from 7 AM - 9 PM,257,Royal York Rd NB ,30,2019-04-03T08:00:00,36,3.0
11343,59 Fawcett Trail,NB,,41,"{'type': 'Point', 'coordinates': (-79.206567, 43.811596)}",5,Weekdays from 7 AM - 9 PM,2465,Fawcett Trl NB - C ,40,2020-10-30T13:00:00,46,25.0
11344,59 Fawcett Trail,NB,,41,"{'type': 'Point', 'coordinates': (-79.206567, 43.811596)}",5,Weekdays from 7 AM - 9 PM,2509,Fawcett Trl NB ,40,2020-11-05T00:00:00,46,25.0
11345,764 Meadowvale Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.164952, 43.795394)}",30,Weekdays from 7 AM - 9 PM,2528,Meadowvale Rd SB - C ,50,2020-11-27T09:00:00,56,25.0
11346,761 Meadowvale Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.164392, 43.794796)}",30,Weekdays from 7 AM - 9 PM,2529,Meadowvale Rd NB  - C ,50,2020-11-27T09:00:00,56,25.0
11347,761 Meadowvale Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.164392, 43.794796)}",30,Weekdays from 7 AM - 9 PM,2570,Meadowvale Rd NB  ,50,2020-12-17T00:00:00,56,25.0
11348,59 Couperthwaite Crescent,EB,,41,"{'type': 'Point', 'coordinates': (-79.207729, 43.817682)}",5,Weekdays from 7 AM - 9 PM,2638,SEWELLS RD EB ,40,2021-02-24T12:00:00,46,25.0
11349,MANSE RD 188M S/OF HAINFORD ST,NB,,41,"{'type': 'Point', 'coordinates': (-79.17460800000002, 43.766783)}",5,Weekdays from 7 AM - 9 PM,2904,MANSE RD NB ,40,2022-03-03T09:00:00,46,25.0
11350,OPP 69 BALDWIN ST,EB,2023-02-14T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.395461168868, 43.655665436)}",20,Weekdays from 7 AM - 9 PM,56215,BALDWIN ST EB ,30,2022-12-20T07:00:00,36,11.0
11351,427 Summeridge Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.4707015224607, 43.8299094075984)}",5,Weekdays from 7 AM - 9 PM,2261,Mount Pleasant Rd SB c,40,2020-07-23T14:00:00,46,
11352,570 Alden Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.3340176348667, 43.84026329090211)}",5,Weekdays from 7 AM - 9 PM,2597,Dundas St WB c ,40,2021-01-26T12:00:00,46,
11353,Yorktech Drive,SB,,51,"{'type': 'Point', 'coordinates': (-79.309945, 43.756337)}",30,Weekdays from 7 AM - 9 PM,2611,Pharmacy Ave SB ,50,2021-02-02T11:00:00,56,21.0
11354,30/32 WAYNE AVE,EB,,31,"{'type': 'Point', 'coordinates': (-79.294251474066, 43.738135912133)}",20,Weekdays from 7 AM - 9 PM,2812,WAYNE AVE EB ,30,2022-01-27T14:00:00,36,21.0
11355,25/27 CORNWALLIS DR,EB,,41,"{'type': 'Point', 'coordinates': (-79.281266830858, 43.750736080786)}",5,Weekdays from 7 AM - 9 PM,2874,CORNWALLIS DR EB ,40,2022-03-11T10:00:00,46,21.0
11356,172 Allanford Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.293004, 43.780846)}",5,Weekdays from 7 AM - 9 PM,820,Allenford Rd SB ,40,2019-10-02T07:00:00,46,22.0
11357,PHARMACY AVE 211M N/OF HUNTINGDALE BLVD,NB,,51,"{'type': 'Point', 'coordinates': (-79.327877006249, 43.798232691885005)}",30,Weekdays from 7 AM - 9 PM,2863,PHARMACY AVE NB ,50,2022-03-01T09:00:00,56,22.0
11358,CHESTER LE BLVD 95M N/OF MORECAMBE GT,SB,,41,"{'type': 'Point', 'coordinates': (-79.332379711458, 43.799289618848)}",5,Weekdays from 7 AM - 9 PM,2866,CHESTER LE BLVD SB ,40,2022-03-01T09:00:00,46,22.0
11359,97 Berner Trail,NB,,41,"{'type': 'Point', 'coordinates': (-79.2203, 43.800609)}",5,Weekdays from 7 AM - 9 PM,2107,Berner Trail NB ,40,2020-03-23T09:00:00,46,23.0
11360,26 Port Royal Trail,SB,,41,"{'type': 'Point', 'coordinates': (-79.286901, 43.820809)}",5,Weekdays from 7 AM - 9 PM,2116,Port Royal Trl SB ,40,2020-03-24T09:00:00,46,23.0
11361,46-48 GOLDHAWK TRAIL,SB,,41,"{'type': 'Point', 'coordinates': (-79.276305, 43.819883)}",5,Weekdays from 7 AM - 9 PM,2686,GOLDHAWK TRL SB ,40,2021-04-30T09:00:00,46,23.0
11362,INVERGORDON AVE 48M E/OF HAVENVIEW RD,WB,,41,"{'type': 'Point', 'coordinates': (-79.246416, 43.78843)}",5,Weekdays from 7 AM - 9 PM,2875,INVERGORDON AVE WB ,40,2022-02-11T10:00:00,46,23.0
11363,HEATHER RD 23M W/OF SHILTON RD,WB,,41,"{'type': 'Point', 'coordinates': (-79.271551, 43.790216)}",5,Weekdays from 7 AM - 9 PM,2907,HEATHER RD WB ,40,2022-03-21T11:00:00,46,23.0
11364,156 Orton Park Road,SB,2023-02-07T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.20913, 43.772057)}",20,Weekdays from 7 AM - 9 PM,95,Orton Park Rd SB ,30,2019-04-15T06:00:00,36,24.0
11365,69 Stevenvale Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.22023100000001, 43.759632)}",5,Weekdays from 7 AM - 9 PM,2187,Holmfirth Terr EB ,40,2020-05-01T11:00:00,46,24.0
11366,OPP 49 NELSON ST,WB,,41,"{'type': 'Point', 'coordinates': (-79.22970646144, 43.746870871341)}",5,Weekdays from 7 AM - 9 PM,2885,NELSON ST WB ,40,2022-03-11T15:00:00,46,24.0
